t,phi,dphi,A,B,R,gamma_eff
25.706426606651664,1.008126652270414,-0.02401208621167221,0.7784090908509009,0.7806267806140835,0.9999999994057966,0.0575032761566575
25.731432858214554,1.0075829093239967,-0.01947336382784936,0.778409090848783,0.7806267806140702,0.9999999993960244,0.057503276157135824
25.756439109777446,1.0071528739841995,-0.01491863912916114,0.7784090908466913,0.7806267806140393,0.999999999388182,0.05750327615761221
25.781445361340335,1.0068368799151866,-0.010353227573763793,0.7784090908446395,0.7806267806139918,0.9999999993823545,0.057503276158083365
25.806451612903228,1.00663512804778,-0.005782430083540536,0.7784090908426413,0.7806267806139288,0.9999999993786048,0.057503276158545925
25.831457864466117,1.0065476869405243,-0.0012115327985644814,0.7784090908407102,0.7806267806138513,0.9999999993769726,0.057503276158996725
25.85646411602901,1.0065744931507867,0.0033541931287463175,0.7784090908388591,0.7806267806137606,0.9999999993774734,0.05750327615943249
25.8814703675919,1.0067153516138778,0.007909491635340587,0.7784090908371009,0.7806267806136578,0.9999999993800985,0.05750327615985011
25.90647661915479,1.0069699360206663,0.012449121909830628,0.7784090908354472,0.7806267806135444,0.999999999384815,0.05750327616024664
25.93148287071768,1.0073377892009943,0.01696785856524932,0.7784090908339091,0.7806267806134216,0.9999999993915666,0.057503276160619315
25.956489122280573,1.007818323513629,0.021460491890729436,0.7784090908324967,0.780626780613291,0.9999999994002748,0.05750327616096557
25.98149537384346,1.0084108212415501,0.025921828174156863,0.7784090908312186,0.7806267806131538,0.9999999994108408,0.057503276161283146
26.006501625406354,1.0091144349943246,0.030346690139682837,0.7784090908300829,0.7806267806130117,0.9999999994231467,0.05750327616156982
26.031507876969243,1.0099281881301492,0.03472991758796103,0.7784090908290958,0.7806267806128661,0.9999999994370586,0.05750327616182399
26.056514128532132,1.0108509751982737,0.03906636818920299,0.7784090908282625,0.7806267806127182,0.9999999994524291,0.05750327616204411
26.081520380095025,1.0118815623769397,0.04335091838358683,0.7784090908275866,0.7806267806125697,0.9999999994690997,0.05750327616222902
26.106526631657914,1.013018587981032,0.04757846471561519,0.7784090908270704,0.7806267806124219,0.9999999994869038,0.05750327616237798
26.131532883220807,1.0142605629794244,0.05174392527672428,0.7784090908267149,0.7806267806122761,0.9999999995056695,0.05750327616249039
26.156539134783696,1.0156058715210081,0.05584224136460504,0.7784090908265198,0.7806267806121336,0.9999999995252231,0.05750327616256608
26.18154538634659,1.0170527716126552,0.059868379776892765,0.7784090908264831,0.7806267806119958,0.9999999995453909,0.057503276162605144
26.206551637909477,1.0185993956945518,0.06381733493318623,0.7784090908266021,0.7806267806118635,0.9999999995660023,0.05750327616260804
26.23155788947237,1.0202437514410545,0.06768413182826911,0.7784090908268727,0.7806267806117383,0.9999999995868922,0.05750327616257535
26.25656414103526,1.0219837225348805,0.07146382908600901,0.7784090908272899,0.7806267806116209,0.999999999607903,0.05750327616250796
26.28157039259815,1.0238170695110482,0.0751515223289684,0.7784090908278474,0.7806267806115122,0.9999999996288861,0.05750327616240716
26.30657664416104,1.0257414308465163,0.07874234838939653,0.7784090908285385,0.7806267806114133,0.9999999996497041,0.05750327616227419
26.331582895723933,1.0277543238515054,0.08223148916442329,0.7784090908293556,0.7806267806113247,0.9999999996702313,0.057503276162110636
26.356589147286822,1.0298531461166256,0.0856141769390779,0.7784090908302906,0.7806267806112471,0.9999999996903549,0.05750327616191811
26.381595398849715,1.0320351765129259,0.08888569891555047,0.778409090831335,0.7806267806111811,0.9999999997099753,0.057503276161698494
26.406601650412604,1.0342975770146543,0.09204140355808062,0.7784090908324799,0.780626780611127,0.9999999997290068,0.05750327616145365
26.431607901975497,1.0366373938728197,0.09507670592218509,0.7784090908337161,0.7806267806110853,0.9999999997473767,0.05750327616118554
26.456614153538386,1.0390515598500785,0.09798709499281498,0.7784090908350346,0.7806267806110563,0.9999999997650262,0.05750327616089609
26.48162040510128,1.041536895605347,0.10076813982912135,0.7784090908364262,0.7806267806110401,0.9999999997819086,0.057503276160587376
26.506626656664167,1.0440901124109305,0.10341549792953049,0.7784090908378817,0.7806267806110367,0.9999999997979898,0.057503276160261456
26.531632908227056,1.0467078137548567,0.10592492211184491,0.7784090908393921,0.7806267806110463,0.9999999998132469,0.05750327615992031
26.55663915978995,1.0493864986297283,0.10829226997614934,0.7784090908409491,0.7806267806110686,0.9999999998276674,0.05750327615956586
26.581645411352838,1.0521225633610778,0.11051351136699396,0.7784090908425443,0.7806267806111037,0.9999999998412479,0.05750327615919999
26.60665166291573,1.054912305510745,0.11258473899444618,0.7784090908441695,0.7806267806111512,0.9999999998539933,0.057503276158824584
26.63165791447862,1.057751926053782,0.11450217635806,0.7784090908458174,0.780626780611211,0.9999999998659164,0.057503276158441335
26.656664166041512,1.0606375337034126,0.11626218933558223,0.778409090847481,0.7806267806112828,0.9999999998770355,0.0575032761580519
26.6816704176044,1.0635651479558412,0.1178612949199509,0.7784090908491534,0.780626780611366,0.9999999998873746,0.05750327615765789
26.706676669167294,1.0665307030715907,0.11929617272065868,0.7784090908508288,0.7806267806114604,0.9999999998969618,0.057503276157260745
26.731682920730183,1.0695300530835175,0.12056367583049275,0.7784090908525013,0.7806267806115655,0.9999999999058282,0.057503276156861814
26.756689172293076,1.0725589744468318,0.1216608404225249,0.778409090854166,0.780626780611681,0.9999999999140081,0.05750327615646238
26.781695423855965,1.0756131732077534,0.1225848996877431,0.7784090908558182,0.7806267806118061,0.9999999999215371,0.05750327615606352
26.806701675418857,1.0786882881256918,0.12333329225574578,0.7784090908574536,0.7806267806119406,0.9999999999284517,0.057503276155666395
26.831707926981746,1.0817798959395883,0.12390367509639648,0.7784090908590686,0.7806267806120837,0.9999999999347893,0.057503276155271885
26.85671417854464,1.084883519371404,0.12429393618494687,0.7784090908606599,0.780626780612235,0.9999999999405869,0.057503276154880864
26.881720430107528,1.0879946298676788,0.12450220296358898,0.7784090908622247,0.780626780612394,0.9999999999458811,0.05750327615449409
26.90672668167042,1.0911086554803895,0.12452685643939544,0.7784090908637604,0.7806267806125601,0.999999999950708,0.057503276154112215
26.93173293323331,1.0942209878616986,0.12436654124206761,0.7784090908652651,0.7806267806127327,0.9999999999551021,0.057503276153735884
26.9567391847962,1.0973269866918518,0.12402017603520964,0.778409090866737,0.7806267806129115,0.9999999999590967,0.05750327615336551
26.98174543635909,1.1004219896165008,0.12348696601180899,0.7784090908681747,0.7806267806130958,0.9999999999627236,0.057503276153001576
27.00675168792198,1.1035013173278703,0.12276641113255558,0.7784090908695771,0.780626780613285,0.9999999999660129,0.057503276152644445
